nome;tipologia;tel;email;web;link1;link2;tipoticket;datamodifica;abstract;descrizione;comune;codice_istat;provincia;datainizio;datafine;foto_con_autore
Palio di Taranto 2016 - 25^ Edizione ;rassegna;099.7368500 - 099.4764882 - 338.6383832;info@palioditaranto.it;http://www.palioditaranto.it/; ; ;gratis;15-gen-16;Chi assiste al Palio di Taranto si ritrova subito a fare il tifo per una delle dieci barche a remi con i due vogatori  abbinate ai quartieri della citt&#224  nella sfida a cavallo dei due mari.;Una sfida entusiasmante anima il Palio di  Taranto  tradizionale regata in costume con 10 barche a remi di legno abbinate ai quartieri della citt&#224   guidate da due vogatori che remano in piedi. Le imbarcazioni devono percorrere in meno di 30 minuti l&#8217 intero periplo del borgo antico  partendo dalla Lega navale e passando dai due mari per tagliare il traguardo nel canale navigabile.&#13 &#10 &#13 &#10 Il Palio di Taranto si apre l&#8217 8 maggio in concomitanza con il primo giorno di festeggiamenti in onore del Patrono San Cataldo e la seconda e decisiva manche della competizione si svolge assieme alla Festa del Mare  nel mese di giugno  quando la citt&#224  ospita iniziative culturali e musicali e mondani.&#13 &#10 &#13 &#10 Alla gara remiera si affiancano altri eventi: il Trofeo Interforze  che &#232  una regata di barche a remi tra gli equipaggi delle forze dell&#8217 ordine e militari locali  il Torneo delle circoscrizioni  gara in canoa tra sei equipaggi  e la regata velica classe Trident.&#13 &#10 &#13 &#10 &#13 &#10 &#13 &#10 ;Taranto;73027;TA;08-mag-16;05-giu-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=6047**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=6049**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=6050
Ezio Bosso in concerto al Teatro Petruzzelli;semplice;393 9639865;info@bassculture.it;http://www.bassculture.it/;https://www.facebook.com/events/661354184007168; ; ;01-mar-16;Dopo aver emozionato l&#8217 Italia dal palco del Festival di Sanremo con la sua composizione &#8220 Following A Bird&#8221   domenica 15 maggio il compositore e direttore d&#8217 orchestra EZIO BOSSO sar&#224  al Teatro Petruzzelli di Bari per presentare live in piano solo il suo disco &#8220 The 12th Room&#8221  (Incipit/EGEA Music)  per una serata promossa da Bass Culture srl e dalla Fondazione Musicale Vincenzo Maria Valente.;Ezio Bosso &#232  un pianista  compositore e direttore d'orchestra nato a Torino. Ha studiato Composizione e Direzione d&#8217 Orchestra all&#8217 Accademia di Vienna arrivando a dirigere alcune delle pi&#249  importanti orchestre internazionali come la London Symphony Orchestra  The London Strings  l'Orchestra del Teatro Regio di Torino e l'Orchestra dell'Accademia della Scala. Ha composto musica classica  colonne sonore per il cinema (per &#8220 Io non ho paura&#8221  di Salvatores  per &#8220 Rosso come il cielo&#8221  di Bortone)  per il teatro (per registi come James Thierr&#232 e) e la danza (per coreografi come Rafael Bonchela) fino a scrivere sperimentazioni con i ritmi contemporanei. &#13 &#10 Dal 2011 Ezio Bosso convive con una malattia neurodegenerativa progressiva. Si esibisce con il suo &#8220 amico&#8221  Pianoforte Gran coda Steinway &#38  Son della collezione Bussotti-Fabbrini  appositamente preparato sulle specifiche del Maestro da Piero Azzola  e utilizza uno sgabello versatile e di supporto  chiamato &#8220 12&#8221  e nato dalla collaborazione con l&#8217 architetto Simone Gheduzzi di Diverse Righe Studio. &#13 &#10 Subito dopo l&#8217 esibizione di Ezio Bosso come ospite al Festival di Sanremo  il disco &#8220 The 12th Room&#8221  ha raggiunto la prima posizione della classifica iTunes degli album pi&#249  venduti in Italia.;Bari;72006;BA;15-mag-16;15-mag-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=11399
I grandi Concerti per Pianoforte e Orchestra di Ludwig van Beethoven;semplice;0883332456;info@culturaemusica.it;http://www.culturaemusica.it;https://www.facebook.com/asscurci; ;pagamento;02-nov-15;Una serata di grande musica con i grandi talenti internazionali dei pianisti finalisti del 19&#176  Concorso Internazionale del Premio Mauro Paolo ;Una serata di grande musica con i grandi talenti internazionali dei pianisti finalisti del 19&#176  Concorso Internazionale del Premio Mauro Paolo Monopoli e la brillante Orchestra Filarmonica Pugliese diretta da Giovanni Minafra. &#13 &#10 &#13 &#10 &#8220 Con la Speranza che le Giovani Generazioni siano al servizio della Musica e sappiano donare  attraverso il Suono  quello che i Grandi Geni hanno creato per arricchire la Vita Spirituale degli Esseri Umani&#8221  &#232  la dedica speciale che il grande maestro Carlo M. Giulini  aveva voluto esprimere nel 2004  nell'accettare la Presidenza Onoraria del Concorso. La sua guida spirituale e musicale vuole essere  ancora di pi&#249  oggi che il Maestro ci ha lasciati un grande viatico per tutti i giovani musicisti. Nato nel 1990 il Concorso Musicale &#8220 Citt&#224  di Barletta&#8221  ottiene un enorme successo. &#13 &#10 &#13 &#10 Nel 1996 il Concorso diventa Europeo. Nello stesso anno scompare a soli 21 anni il giovane pianista Mauro Paolo Monopoli.A lui viene dedicato il Concorso Pianistico Internazionale &#8220 Premio Mauro P. Monopoli&#8221   nato nel 1997  che ottiene immediatamente un prestigio internazionale. Record di presenze straniere nella passata Edizione per i Concorsi che hanno avuto circa 500 partecipanti provenienti da ben 54 nazioni diverse  in uno spettacolare confronto di giovani musicisti di tutto il mondo. La Finale  nella prestigiosa cornice del Teatro Comunale Curci  &#232  divenuto quindi un momento di grande interesse musicale che offre agli spettatori la possibilit&#224  di ascoltare e di essere protagonisti  grazie al &#8220 Premio del Pubblico&#34 .;Barletta;110002;BT;15-mag-16;15-mag-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9908**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9909**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9910
RICHARD GALLIANO &#38  VINCE ABBRACCIANTE in concerto;semplice;0831-338065; ;http://www.teatropubblicopugliese.it;http://www.teatropubblicopugliese.it/spettacolo/richard-galliano-vince-abbracciante-in-concerto_2442.html; ;pagamento;03-dic-15;Conclude la stagione un gigante della musica mondiale  un mostro sacro della fisarmonica  Richard Galliano che duetter&#224  con la fisarmonica del ;Conclude la stagione un gigante della musica mondiale  un mostro sacro della fisarmonica  Richard Galliano che duetter&#224  con la fisarmonica del giovane e talentuosissimo ostunese Vince Abbracciante  un&#8217 eccellenza della nostra terra. Richard Galliano &#232  unanimemente riconosciuto come il miglior fisarmonicista al mondo  amico ed &#8220 erede&#8221  di Astor Piazzolla  &#232  riuscito a imporre anche alla fisarmonica la stessa dignit&#224  riservata a tromba e sassofono  che sono gli strumenti guida della musica jazz. Galliano sar&#224  accompagnato  per un concerto che si preannuncia memorabile  da Vincenzo Abbracciante  giovane fisarmonicista pugliese  considerato tra i migliori talenti dello strumento in circolazione che vanta una carriera gi&#224  ricca di successi e collaborazioni prestigiose sia in ambito jazz che pop.;Ostuni;74012;BR;22-mag-16;22-mag-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10501
Cantine aperte 2016 - 24^ Edizione ;semplice;0805233038;segreteria@mtvpuglia.it;http://www.mtvpuglia.it; ; ;gratis;15-gen-16;Cantine Aperte &#232  un tour appassionante alla scoperta dei migliori vini pugliesi ed accoglie la bella stagione con gusto  tra arte  musica e cultura. ;Una giornata alla scoperta dei luoghi di produzione dell&#8217 ottimo vino pugliese. Cantine Aperte &#232  uno dei pi&#249  importanti appuntamenti enoturistici e si svolge l&#8217 ultima domenica di maggio  quando le cantine che aderiscono al Movimento Turismo del Vino accolgono i visitatori per degustazioni e visite guidate in un clima di festa e convivialit&#224 .&#13 &#10 &#13 &#10 Partecipare a Cantine Aperte &#232  un&#8217 esperienza che coinvolge tutti i sensi  passeggiando tra i vigneti per cogliere le sfumature dei colori e i profumi della campagna  allenando l&#8217 olfatto e il gusto con le degustazioni guidate e i minicorsi per conoscere a fondo i prelibati bianchi  rosati e rossi di Puglia e ascoltare le storie dei vignaioli dalla viva voce dei protagonisti.&#13 &#10 &#13 &#10 Cantine Aperte &#232  anche musica  arte e spettacolo e ogni azienda ha in serbo una sorpresa per rendere indimenticabile la giornata degli ospiti  i quali possono anche acquistare dai produttori i vini che pi&#249  soddisfano il proprio palato.&#13 &#10 &#13 &#10 ;Bari;72006;BA;29-mag-16;29-mag-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=6179**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=6180**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=6181
Festival Metropolitano Bari in jazz 2016 - 12^ Edizione ;rassegna; 080.5283361 ;info@abusuan.com;http://www.bariinjazz.it; ; ; ;04-ago-15;Le calde sonorità di Bari in Jazz si estendono e si propagano dal capoluogo pugliese fino ai comuni della neo nata città metropolitana. ;La manifestazione di punta dell'estate pugliese che ha come colonna sonora la musica jazz tra concerti  incontri e ospiti esclusivi  torna coinvolgendo molti dei comuni appartenenti alla nuova città metropolitana di Bari trasformandola in un grande palcoscenico diffuso. Il festival accoglierà le più grandi tendenze contemporanee con una serie di concerti gratuiti nelle più suggestive location tra arte  natura e storia. Numerose performance live imperniate sulla grande musica improvvisata afro-americana ed europea attrarranno un pubblico eterogeneo per interessi e gusti musicali  un cartellone ricco di importanti presenze nazionali ed internazionali e talenti locali  selezionati da un comitato artistico di esperti. Le date della rassegna sono da ritenersi puramente indicative e saranno aggiornate non appena definite. ;Bari;72006;BA;01-giu-16;01-lug-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=7579**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=7580
FIERA DELL'ARTIGIANATO;semplice;3385949033;quintu@libero.it;http://www.defendemos.it; ; ;gratis;11-mar-16;La fiera si propone come punto di riferimento delle attivit&#224  produttive  non solo quelle presenti a Campi  ma anche quelle operanti in un&#8217 area ben pi&#249  vasta.;La prima &#8220 Fiera dell'Artigianato&#8221  di Campi Salentina si propone come punto di riferimento delle attivit&#224  produttive  non solo quelle presenti a Campi  ma quelle operanti in un&#8217 area ben pi&#249  vasta  con l&#8217 obiettivo di diventare la prima grande fiera delle piccole  medie e grandi aziende artigiane del Salento.&#13 &#10 L&#8217 Associazione si propone come priorit&#224  il coinvolgimento di tutte le aziende e associazioni Salentine  ma sar&#224  anche aperta a tutte quelle attivit&#224  presenti nelle aree limitrofe.&#13 &#10 Con la &#8220 Fiera dell'Artigianato&#8221  si vuole dimostrare come la forza e la passione collettiva sappiano produrre un risultato importante a livello artigianale  culturale  sociale ed economico. &#13 &#10 Sar&#224  un momento di incontro per conoscere ed abbracciare le tradizioni e le culture del lavoro dei nostri artigiani  in un&#8217 atmosfera di festa e condivisione  un luogo dove il visitatore possa entrare a contatto diretto con gli artigiani e sentirsi a casa  e dove contemporaneamente possa crearsi condivisione tra gli stessi artigiani.&#13 &#10 ;Campi Salentina;75011;LE;03-giu-16;05-giu-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=11603**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=11600**http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=11601
Santa Domenica - Notte delle luci 2016;rassegna;3334756704;info@santadomenicascorrano.it;http://www.santadomenicascorrano.it/;https://vimeo.com/112805545#at=0; ; ;23-lug-15;Le imponenti architetture di luminarie  eseguite da artigiani conosciuti in tutto il mondo accendono i festeggiamenti per Santa Domenica a Scorrano.;Si resta incantati davanti alle imponenti luminarie allestite a Scorrano in onore della patrona Santa Domenica dal 4 al 9 luglio con la Notte delle luci che richiama decine di migliaia di visitatori.  Non c'è festa nel Salento in cui l'atmosfera non sia resa fiabesca da addobbi artistici straordinari. A Scorrano i maestri dell'arte delle parature sono di casa e l'originale sfida è quella di superare se stessi ogni anno con sontuose e lunghissime gallerie illuminate da migliaia di lampadine colorate e incredibili scenografie che riproducono monumenti e santi.  Tradizione e innovazione convivono negli allestimenti artigianali delle luminarie che per la loro bellezza sono state esportate in tutto il mondo. Per vivere uno spettacolo davvero unico la festa di Santa Domenica con la Notte delle luci è uno degli eventi clou dell'estate in Puglia.  Da non perdere il momento dell'accensione delle luminarie reso particolarmente suggestivo dal ritmo intermittente che lega luci  musica e fuochi pirotecnici. ;Scorrano;75073;LE;04-lug-16;09-lug-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=7582 (Ph. credits Helmut Berta) **http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=7583 (Ph. credits Helmut Berta) **http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=7584 (Ph. credits Helmut Berta) 
Il libro possibile 2016 - 15^ Edizione;rassegna; ;info@libropossibile.com;http://www.libropossibile.com; ; ; ;11-mar-16;Polignano a Mare ospita nelle calde serate estive   Il libro possibile   festival di grande successo che apre le piazze del paese ad autori e lettori.&#13 &#10 ;Nell&#8217 incantevole scenario del centro storico di Polignano a Mare il Festival &#8220 Il libro possibile&#8221  propone incontri ed eventi che collocano la rassegna tra i pi&#249  importanti appuntamenti culturali del Sud.&#13 &#10 &#13 &#10 &#200  un&#8217 occasione per incontrare autori affermati in campo nazionale e internazionale  editori e critici ma anche giornalisti  politici e intellettuali che si confrontano con i lettori sui grandi temi dell&#8217 attualit&#224 . Dalla politica alla filosofia  dallo sport alla cucina  c&#8217 &#232  spazio per ogni genere letterario. &#13 &#10 &#13 &#10 Una festa della cultura che invade strade  piazze e terrazze di Polignano a Mare. Nel 2015 con un ricco programma &#8220 Il libro possibile&#8221  ha celebrato la 14&#170  edizione ed &#232  sempre alla ricerca di nuove idee. &#13 &#10 ;Polignano a Mare;72035;BA;06-lug-16;09-lug-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=7581
Festival della Valle d'Itria 2016- 42^ Edizione;rassegna;0804805100;info@festivaldellavalleditria.it;http://www.festivaldellavalleditria.it;https://www.facebook.com/FestivalDellaValleDitria; ;pagamento;13-gen-16;Nelle notti magiche d&#8217 estate pugliese a Martina Franca musica e bellezza si fondono insieme con la kermesse di musica lirica del Festival della Valle d&#8217 Itria. &#13 &#10 ;Il Festival della Valle d&#8217 Itria &#232  un appuntamento di richiamo internazionale per gli amanti della musica lirica e sinfonica. Eccellente il livello del programma che il Festival propone nello scenario barocco di Martina Franca  una delle pi&#249  belle citt&#224  della Puglia.&#13 &#10 Un evento che ogni anno sorprende per la capacit&#224  di rinnovarsi senza venire meno alla tradizione in un lavoro di ricerca e recupero tra opere inedite e titoli riscoperti  molto apprezzato dagli amanti del Belcanto italiano al quale il Festival si &#232  da sempre votato.&#13 &#10 A ospitare il Festival della Valle d&#8217 Itria &#232  lo splendido Palazzo Ducale di Martina Franca  ma aprono le porte alla grande musica e al confronto culturale e artistico anche chiostri  chiese e antiche masserie della Valle d'Itria. &#13 &#10 &#13 &#10 &#13 &#10 ;Martina Franca;73013;TA;14-lug-16;05-ago-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=8198 (Ph. credits: Mimmo Laera) 
Locus Festival 2016 - 12^ Edizione;rassegna;393 9639865;info@locusfestival.it;http://www.locusfestival.it/;https://www.facebook.com/locusfestival/; ; ;18-ago-15;I suoni dal mondo invadono le strade e le contrade di Locorotondo con il Locus Festival che propone in estate grandi concerti  conferenze e dj set. ;È una felice sintesi tra qualità artistica e popolarità degli eventi il Locus Festival che ravviva l'estate di Locorotondo e della Valle d'Itria. Il ricco programma riserva sempre nuove sorprese nei concerti con ospiti di livello internazionale  incontri e confronti sull'identità locale e la globalità artistica  dj set e area mercato.  Sul mainstage di piazza Aldo Moro nel corso degli anni si sono alternati artisti emergenti e star del panorama nazionale e internazionale  nel segno di una proposta artistica che parte dalla contaminazione musicale tra Africa e Occidente. Incantevole la location che ospita dj set  conferenze e area mercatino vintage: il belvedere  balcone sulla Murgia dei trulli.  Ai Locus Friends il Festival garantisce agevolazioni e servizi di accoglienza  dalla ricettività alla ristorazione che in questo territorio vanta prodotti di qualità dai vini Locorotondo DOC e Valle d'Itria IGT alla fragrante Carne al fornello di Locorotondo. Le date della rassegna sono da ritenersi puramente indicative e saranno aggiornate non appena definite.;Locorotondo;72025;BA;15-lug-16;10-ago-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=8583 (Ph. Umberto Lopez) **http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=8582 (Ph. Umberto Lopez) 
Festambientesud 2016 - 12^ Edizione;rassegna;3487196465;p.gatta@festambientesud.it;http://www.festambientesud.it; ; ; ;15-gen-16;Festambiente Sud  promosso da Legambiente  anima il centro storico di Monte Sant&#8217 Angelo  patrimonio Unesco  con incontri e spettacoli di ogni genere.;Musica  teatro  danza e rassegne enogastronomiche  ma Festambiente Sud &#232  soprattutto occasione di incontro e confronto sulle relazioni tra cultura  ambiente e qualit&#224  della vita. Il festival nazionale di Legambiente per il Sud Italia si svolge nel centro storico di Monte Sant&#8217 Angelo citt&#224  iscritta nella lista dei Patrimoni dell&#8217 Umanit&#224  Unesco.&#13 &#10 &#13 &#10 Dieci giorni per un festival che nel luglio 2014 ha festeggiato i primi 10 anni in cui ha accolto nel Gargano 3000 ospiti tra artisti e relatori di fama nazionale e internazionale  promuovendo 130 concerti  120 rappresentazioni teatrali e pi&#249  di 200 incontri.&#13 &#10 &#13 &#10 A Festambiente Sud c&#8217 &#232  spazio per tutti con spettacoli  summer school  corsi tematici per adulti e bambini. Dalla filosofia alla musica colta  dal dibattito sul turismo sostenibile al rock  dalle vie del gusto alla Tarantella garganica a Monte Sant&#8217 angelo va in scena uno degli eventi di maggior coinvolgimento nel cartellone dell&#8217 estate in Puglia.&#13 &#10 ;Monte Sant'Angelo;71033;FG;21-lug-16;31-lug-16;*http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=8766
